Date,Region,Province,Country,Total_Confirmed,Total_Deaths,Total_Recovered,Total_Active
04-02-2020,Walker,Texas,US,7,0,0,0
04-02-2020,Walla Walla,Washington,US,8,0,0,0
04-02-2020,Waller,Texas,US,5,0,0,0
04-02-2020,Wallowa,Oregon,US,1,0,0,0
04-02-2020,Walsh,North Dakota,US,1,0,0,0
04-02-2020,Walthall,Mississippi,US,10,0,0,0
04-02-2020,Walton,Florida,US,19,0,0,0
04-02-2020,Walton,Georgia,US,14,0,0,0
04-02-2020,Walworth,Wisconsin,US,15,0,0,0
04-02-2020,Wapello,Iowa,US,1,0,0,0
04-02-2020,Ward,North Dakota,US,13,0,0,0
04-02-2020,Ware,Georgia,US,14,2,0,0
04-02-2020,Warren,Georgia,US,4,0,0,0
04-02-2020,Warren,Indiana,US,2,1,0,0
04-02-2020,Warren,Iowa,US,6,0,0,0
04-02-2020,Warren,Kentucky,US,13,0,0,0
04-02-2020,Warren,Mississippi,US,2,0,0,0
04-02-2020,Warren,Missouri,US,7,0,0,0
04-02-2020,Warren,New Jersey,US,116,3,0,0
04-02-2020,Warren,New York,US,18,0,0,0
04-02-2020,Warren,Ohio,US,26,0,0,0
04-02-2020,Warren,Pennsylvania,US,1,0,0,0
04-02-2020,Warren,Tennessee,US,1,0,0,0
04-02-2020,Warren,Virginia,US,3,0,0,0
04-02-2020,Warrick,Indiana,US,8,0,0,0
04-02-2020,Wasatch,Utah,US,61,0,0,0
04-02-2020,Wasco,Oregon,US,7,0,0,0
04-02-2020,Waseca,Minnesota,US,3,0,0,0
04-02-2020,Washakie,Wyoming,US,1,0,0,0
04-02-2020,Washington,Alabama,US,3,1,0,0
04-02-2020,Washington,Arkansas,US,23,0,0,0
04-02-2020,Washington,Colorado,US,1,0,0,0
04-02-2020,Washington,Florida,US,1,0,0,0
04-02-2020,Washington,Georgia,US,4,0,0,0
04-02-2020,Washington,Illinois,US,1,0,0,0
04-02-2020,Washington,Indiana,US,12,0,0,0
04-02-2020,Washington,Iowa,US,36,2,0,0
04-02-2020,Washington,Kentucky,US,1,0,0,0
04-02-2020,Washington,Louisiana,US,50,2,0,0
04-02-2020,Washington,Maryland,US,17,0,0,0
04-02-2020,Washington,Minnesota,US,46,0,0,0
04-02-2020,Washington,Mississippi,US,29,0,0,0
04-02-2020,Washington,Nebraska,US,19,0,0,0
04-02-2020,Washington,New York,US,12,0,0,0
04-02-2020,Washington,North Carolina,US,2,0,0,0
04-02-2020,Washington,Ohio,US,4,0,0,0
04-02-2020,Washington,Oklahoma,US,24,0,0,0
04-02-2020,Washington,Oregon,US,211,4,0,0
04-02-2020,Washington,Pennsylvania,US,38,0,0,0
04-02-2020,Washington,Rhode Island,US,34,0,0,0
04-02-2020,Washington,Tennessee,US,20,0,0,0
04-02-2020,Washington,Texas,US,17,0,0,0
04-02-2020,Washington,Utah,US,18,1,0,0
04-02-2020,Washington,Vermont,US,18,0,0,0
04-02-2020,Washington,Virginia,US,2,0,0,0
04-02-2020,Washington,Wisconsin,US,46,1,0,0
04-02-2020,Washoe,Nevada,US,163,4,0,0
04-02-2020,Washtenaw,Michigan,US,438,8,0,0
04-02-2020,Watauga,North Carolina,US,8,0,0,0
04-02-2020,Watonwan,Minnesota,US,3,0,0,0
04-02-2020,Waukesha,Wisconsin,US,120,1,0,0
04-02-2020,Waupaca,Wisconsin,US,2,1,0,0
04-02-2020,Wayne,Indiana,US,3,0,0,0
04-02-2020,Wayne,Kentucky,US,3,0,0,0
04-02-2020,Wayne,Michigan,US,5069,194,0,0
04-02-2020,Wayne,Mississippi,US,1,0,0,0
04-02-2020,Wayne,New York,US,27,0,0,0
04-02-2020,Wayne,North Carolina,US,7,0,0,0
04-02-2020,Wayne,Ohio,US,11,0,0,0
04-02-2020,Wayne,Pennsylvania,US,17,0,0,0
04-02-2020,Wayne,Tennessee,US,2,0,0,0
04-02-2020,Waynesboro,Virginia,US,2,0,0,0
04-02-2020,Weakley,Tennessee,US,1,0,0,0
04-02-2020,Webb,Texas,US,63,4,0,0
04-02-2020,Weber,Utah,US,53,1,0,0
04-02-2020,Webster,Georgia,US,1,0,0,0
04-02-2020,Webster,Iowa,US,1,0,0,0
04-02-2020,Webster,Kentucky,US,2,0,0,0
04-02-2020,Webster,Louisiana,US,19,2,0,0
04-02-2020,Webster,Mississippi,US,8,1,0,0
04-02-2020,Webster,Missouri,US,2,0,0,0
04-02-2020,Weld,Colorado,US,293,13,0,0
04-02-2020,Wells,Indiana,US,2,0,0,0
04-02-2020,West Baton Rouge,Louisiana,US,19,1,0,0
04-02-2020,West Feliciana,Louisiana,US,10,0,0,0
04-02-2020,Westchester,New York,US,11567,64,0,0
04-02-2020,Westmoreland,Pennsylvania,US,84,0,0,0
04-02-2020,Wetzel,West Virginia,US,2,0,0,0
04-02-2020,Wexford,Michigan,US,3,0,0,0
04-02-2020,Wharton,Texas,US,9,0,0,0
04-02-2020,Whatcom,Washington,US,175,9,0,0
04-02-2020,Wheeler,Georgia,US,1,0,0,0
04-02-2020,White,Arkansas,US,15,0,0,0
04-02-2020,White,Georgia,US,3,0,0,0
04-02-2020,White,Indiana,US,3,0,0,0
04-02-2020,White,Tennessee,US,2,0,0,0
04-02-2020,White Pine,Nevada,US,1,0,0,0
04-02-2020,Whiteside,Illinois,US,6,1,0,0
04-02-2020,Whitfield,Georgia,US,15,1,0,0
04-02-2020,Whitley,Indiana,US,3,0,0,0
04-02-2020,Whitman,Washington,US,11,0,0,0
04-02-2020,Wichita,Texas,US,43,0,0,0
04-02-2020,Wicomico,Maryland,US,7,1,0,0
04-02-2020,Wilcox,Alabama,US,5,0,0,0
04-02-2020,Wilcox,Georgia,US,1,0,0,0
04-02-2020,Wilkes,Georgia,US,2,0,0,0
04-02-2020,Wilkes,North Carolina,US,4,1,0,0
04-02-2020,Wilkin,Minnesota,US,1,0,0,0
04-02-2020,Wilkinson,Georgia,US,1,0,0,0
04-02-2020,Wilkinson,Mississippi,US,17,2,0,0
04-02-2020,Will,Illinois,US,384,9,0,0
04-02-2020,Willacy,Texas,US,3,0,0,0
04-02-2020,Williams,North Dakota,US,4,0,0,0
04-02-2020,Williamsburg,South Carolina,US,6,0,0,0
04-02-2020,Williamsburg,Virginia,US,9,1,0,0
04-02-2020,Williamson,Illinois,US,1,0,0,0
04-02-2020,Williamson,Tennessee,US,199,2,0,0
04-02-2020,Williamson,Texas,US,63,1,0,0
04-02-2020,Wilson,North Carolina,US,17,0,0,0
04-02-2020,Wilson,Tennessee,US,62,0,0,0
04-02-2020,Wilson,Texas,US,5,0,0,0
04-02-2020,Winchester,Virginia,US,5,0,0,0
04-02-2020,Windham,Connecticut,US,21,0,0,0
04-02-2020,Windham,Vermont,US,18,0,0,0
04-02-2020,Windsor,Vermont,US,20,1,0,0
04-02-2020,Winn,Louisiana,US,2,0,0,0
04-02-2020,Winnebago,Illinois,US,24,1,0,0
04-02-2020,Winnebago,Wisconsin,US,24,0,0,0
04-02-2020,Winneshiek,Iowa,US,4,0,0,0
04-02-2020,Winona,Minnesota,US,11,0,0,0
04-02-2020,Winston,Alabama,US,2,0,0,0
04-02-2020,Winston,Mississippi,US,9,0,0,0
04-02-2020,Wirt,West Virginia,US,1,0,0,0
04-02-2020,Wise,Texas,US,3,0,0,0
04-02-2020,Wood,Ohio,US,18,0,0,0
04-02-2020,Wood,Texas,US,1,0,0,0
04-02-2020,Wood,West Virginia,US,3,0,0,0
04-02-2020,Wood,Wisconsin,US,2,0,0,0
04-02-2020,Woodbury,Iowa,US,7,0,0,0
04-02-2020,Woodford,Illinois,US,3,0,0,0
04-02-2020,Woodford,Kentucky,US,5,0,0,0
04-02-2020,Woodruff,Arkansas,US,1,0,0,0
04-02-2020,Woodson,Kansas,US,3,0,0,0
04-02-2020,Woodward,Oklahoma,US,1,0,0,0
04-02-2020,Worcester,Maryland,US,5,0,0,0
04-02-2020,Worcester,Massachusetts,US,667,13,0,0
04-02-2020,Worth,Georgia,US,28,1,0,0
04-02-2020,Wright,Iowa,US,1,0,0,0
04-02-2020,Wright,Minnesota,US,7,0,0,0
04-02-2020,Wright,Missouri,US,6,0,0,0
04-02-2020,Wyandot,Ohio,US,2,0,0,0
04-02-2020,Wyandotte,Kansas,US,106,4,0,0
04-02-2020,Wyoming,New York,US,14,1,0,0
04-02-2020,Wyoming,Pennsylvania,US,1,0,0,0
04-02-2020,Wythe,Virginia,US,2,0,0,0
04-02-2020,Yadkin,North Carolina,US,4,0,0,0
04-02-2020,Yakima,Washington,US,224,6,0,0
04-02-2020,Yalobusha,Mississippi,US,7,0,0,0
04-02-2020,Yamhill,Oregon,US,18,3,0,0
04-02-2020,Yankton,South Dakota,US,10,0,0,0
04-02-2020,Yates,New York,US,1,0,0,0
04-02-2020,Yavapai,Arizona,US,34,0,0,0
04-02-2020,Yazoo,Mississippi,US,11,0,0,0
04-02-2020,Yellow Medicine,Minnesota,US,1,0,0,0
04-02-2020,Yellowstone,Montana,US,35,0,0,0
04-02-2020,Yolo,California,US,28,1,0,0
04-02-2020,York,Maine,US,74,1,0,0
04-02-2020,York,Nebraska,US,1,0,0,0
04-02-2020,York,Pennsylvania,US,102,1,0,0
04-02-2020,York,South Carolina,US,66,1,0,0
04-02-2020,York,Virginia,US,17,1,0,0
04-02-2020,Young,Texas,US,3,0,0,0
04-02-2020,Yuba,California,US,8,0,0,0
04-02-2020,Yuma,Arizona,US,13,0,0,0
04-02-2020,Yuma,Colorado,US,2,0,0,0
04-02-2020,,Alberta,Canada,969,13,0,0
04-02-2020,,Anguilla,United Kingdom,3,0,0,3
04-02-2020,,Anhui,China,990,6,984,0
04-02-2020,,Aruba,Netherlands,60,0,1,59
04-02-2020,,Australian Capital Territory,Australia,87,1,11,75
04-02-2020,,Beijing,China,582,8,424,150
04-02-2020,,Bermuda,United Kingdom,35,0,11,24
04-02-2020,,"Bonaire, Sint Eustatius and Saba",Netherlands,2,0,0,2
04-02-2020,,British Columbia,Canada,1121,31,0,0
04-02-2020,,British Virgin Islands,United Kingdom,3,0,0,3
04-02-2020,,Cayman Islands,United Kingdom,28,1,0,27
04-02-2020,,Channel Islands,United Kingdom,193,3,0,190
04-02-2020,,Chongqing,China,579,6,570,3
04-02-2020,,Curacao,Netherlands,11,1,3,7
04-02-2020,,Diamond Princess,Canada,0,1,0,0
04-02-2020,,Diamond Princess,US,49,0,0,0
04-02-2020,,Faroe Islands,Denmark,177,0,81,96
04-02-2020,,French Guiana,France,51,0,15,36
04-02-2020,,French Polynesia,France,37,0,0,37
04-02-2020,,Fujian,China,345,1,299,45
04-02-2020,,Gansu,China,138,2,127,9
04-02-2020,,Gibraltar,United Kingdom,88,0,46,42
04-02-2020,,Grand Princess,Canada,13,0,0,0
04-02-2020,,Grand Princess,US,103,3,0,0
04-02-2020,,Greenland,Denmark,10,0,2,8
04-02-2020,,Guadeloupe,France,128,6,24,98
04-02-2020,,Guam,US,82,3,0,0
04-02-2020,,Guangdong,China,1507,8,1365,134
04-02-2020,,Guangxi,China,254,2,252,0
04-02-2020,,Guizhou,China,146,2,144,0
04-02-2020,,Hainan,China,168,6,162,0
04-02-2020,,Hebei,China,325,6,310,9
04-02-2020,,Heilongjiang,China,488,13,469,6
04-02-2020,,Henan,China,1276,22,1251,3
04-02-2020,,Hong Kong,China,802,4,147,651
04-02-2020,,Hubei,China,67802,3199,63471,1132
04-02-2020,,Hunan,China,1019,4,1014,1
04-02-2020,,Inner Mongolia,China,117,1,74,42
04-02-2020,,Isle of Man,United Kingdom,95,1,0,94
04-02-2020,,Jiangsu,China,647,0,631,16
04-02-2020,,Jiangxi,China,937,1,935,1
04-02-2020,,Jilin,China,98,1,92,5
04-02-2020,,Liaoning,China,141,2,124,15
04-02-2020,,Macau,China,41,0,10,31
04-02-2020,,Manitoba,Canada,167,1,0,0
04-02-2020,,Martinique,France,138,3,27,108
04-02-2020,,Mayotte,France,116,1,10,105
04-02-2020,,Montserrat,United Kingdom,5,0,0,5
04-02-2020,,New Brunswick,Canada,91,0,0,0
04-02-2020,,New Caledonia,France,18,0,1,17
04-02-2020,,New South Wales,Australia,2298,10,4,2284
04-02-2020,,Newfoundland and Labrador,Canada,183,1,0,0
04-02-2020,,Ningxia,China,75,0,75,0
04-02-2020,,Northern Mariana Islands,US,6,1,0,0
04-02-2020,,Northern Territory,Australia,21,0,0,21
04-02-2020,,Northwest Territories,Canada,2,0,0,0
04-02-2020,,Nova Scotia,Canada,193,0,0,0
04-02-2020,,Ontario,Canada,2793,53,0,0
04-02-2020,,Prince Edward Island,Canada,22,0,0,0
04-02-2020,,Puerto Rico,US,316,12,0,0
04-02-2020,,Qinghai,China,18,0,18,0
04-02-2020,,Quebec,Canada,5518,36,0,0
04-02-2020,,Queensland,Australia,835,4,8,823
04-02-2020,,Recovered,Canada,0,0,1735,0
04-02-2020,,Recovered,US,0,0,9001,0
04-02-2020,,Reunion,France,308,0,40,268
04-02-2020,,Saint Barthelemy,France,6,0,1,5
04-02-2020,,Saskatchewan,Canada,206,3,0,0
04-02-2020,,Shaanxi,China,255,3,242,10
04-02-2020,,Shandong,China,775,7,753,15
04-02-2020,,Shanghai,China,522,6,343,173
04-02-2020,,Shanxi,China,137,0,133,4
04-02-2020,,Sichuan,China,554,3,537,14
04-02-2020,,Sint Maarten,Netherlands,18,1,6,11
04-02-2020,,South Australia,Australia,367,0,6,361
04-02-2020,,St Martin,France,22,1,2,19
04-02-2020,,Tasmania,Australia,72,2,5,65
04-02-2020,,Tianjin,China,176,3,135,38
04-02-2020,,Tibet,China,1,0,1,0
04-02-2020,,Turks and Caicos Islands,United Kingdom,5,0,0,5
04-02-2020,,Victoria,Australia,1036,5,422,609
04-02-2020,,Virgin Islands,US,30,0,0,0
04-02-2020,,Western Australia,Australia,400,2,64,334
04-02-2020,,Xinjiang,China,76,3,73,0
04-02-2020,,Yukon,Canada,6,0,0,0
04-02-2020,,Yunnan,China,183,2,172,9
04-02-2020,,Zhejiang,China,1258,1,1228,29
04-02-2020,,,Afghanistan,273,6,10,257
04-02-2020,,,Albania,277,16,76,185
04-02-2020,,,Algeria,986,86,61,839
04-02-2020,,,Andorra,428,15,10,403
04-02-2020,,,Angola,8,2,1,5
04-02-2020,,,Antigua and Barbuda,9,0,0,9
04-02-2020,,,Argentina,1133,36,256,841
04-02-2020,,,Armenia,663,7,33,623
04-02-2020,,,Austria,11129,158,1749,9222
04-02-2020,,,Azerbaijan,400,5,26,369
04-02-2020,,,Bahamas,24,1,1,22
04-02-2020,,,Bahrain,643,4,381,258
04-02-2020,,,Bangladesh,56,6,25,25
04-02-2020,,,Barbados,46,0,0,46
04-02-2020,,,Belarus,304,4,53,247
04-02-2020,,,Belgium,15348,1011,2495,11842
04-02-2020,,,Belize,3,0,0,3
04-02-2020,,,Benin,13,0,1,12
04-02-2020,,,Bhutan,5,0,1,4
04-02-2020,,,Bolivia,123,8,1,114
04-02-2020,,,Bosnia and Herzegovina,533,16,20,497
04-02-2020,,,Botswana,4,1,0,3
04-02-2020,,,Brazil,8044,324,127,7593
04-02-2020,,,Brunei,133,1,56,76
04-02-2020,,,Bulgaria,457,10,25,422
04-02-2020,,,Burkina Faso,288,16,50,222
04-02-2020,,,Burma,20,1,0,19
04-02-2020,,,Burundi,3,0,0,3
04-02-2020,,,Cabo Verde,6,1,0,5
04-02-2020,,,Cambodia,110,0,34,76
04-02-2020,,,Cameroon,306,7,10,289
04-02-2020,,,Central African Republic,3,0,0,3
04-02-2020,,,Chad,8,0,0,8
04-02-2020,,,Chile,3404,18,335,3051
04-02-2020,,,Colombia,1161,19,55,1087
04-02-2020,,,Congo (Brazzaville),22,2,2,18
04-02-2020,,,Congo (Kinshasa),134,13,3,118
04-02-2020,,,Costa Rica,396,2,6,388
04-02-2020,,,Cote d'Ivoire,194,1,15,178
04-02-2020,,,Croatia,1011,7,88,916
04-02-2020,,,Cuba,233,6,13,214
04-02-2020,,,Cyprus,356,10,28,318
04-02-2020,,,Czechia,3858,44,67,3747
04-02-2020,,,Denmark,3386,123,1089,2174
04-02-2020,,,Diamond Princess,712,11,619,82
04-02-2020,,,Djibouti,40,0,0,40
04-02-2020,,,Dominica,12,0,0,12
04-02-2020,,,Dominican Republic,1380,60,16,1304
04-02-2020,,,Ecuador,3163,120,65,2978
04-02-2020,,,Egypt,865,58,201,606
04-02-2020,,,El Salvador,41,2,0,39
04-02-2020,,,Equatorial Guinea,15,0,1,14
04-02-2020,,,Eritrea,22,0,0,22
04-02-2020,,,Estonia,858,11,45,802
04-02-2020,,,Eswatini,9,0,0,9
04-02-2020,,,Ethiopia,29,0,3,26
04-02-2020,,,Fiji,7,0,0,7
04-02-2020,,,Finland,1518,19,300,1199
04-02-2020,,,France,59105,5387,12428,41290
04-02-2020,,,Gabon,21,1,0,20
04-02-2020,,,Gambia,4,1,2,1
04-02-2020,,,Georgia,134,0,26,108
04-02-2020,,,Germany,84794,1107,22440,61247
04-02-2020,,,Ghana,204,5,31,168
04-02-2020,,,Greece,1544,53,61,1430
04-02-2020,,,Grenada,10,0,0,10
04-02-2020,,,Guatemala,47,1,12,34
04-02-2020,,,Guinea,52,0,0,52
04-02-2020,,,Guinea-Bissau,9,0,0,9
04-02-2020,,,Guyana,19,4,0,15
04-02-2020,,,Haiti,16,0,1,15
04-02-2020,,,Holy See,7,0,0,7
04-02-2020,,,Honduras,219,14,3,202
04-02-2020,,,Hungary,585,21,42,522
04-02-2020,,,Iceland,1319,4,284,1031
04-02-2020,,,India,2543,72,191,2280
04-02-2020,,,Indonesia,1790,170,112,1508
04-02-2020,,,Iran,50468,3160,16711,30597
04-02-2020,,,Iraq,772,54,202,516
04-02-2020,,,Ireland,3849,98,5,3746
04-02-2020,,,Israel,6857,36,338,6483
04-02-2020,,,Italy,115242,13915,18278,83049
04-02-2020,,,Jamaica,47,3,2,42
04-02-2020,,,Japan,2495,62,472,1961
04-02-2020,,,Jordan,299,5,45,249
04-02-2020,,,Kazakhstan,435,3,27,405
04-02-2020,,,Kenya,110,3,4,103
04-02-2020,,,"Korea, South",9976,169,5828,3979
04-02-2020,,,Kosovo,125,1,10,114
04-02-2020,,,Kuwait,342,0,81,261
04-02-2020,,,Kyrgyzstan,116,0,5,111
04-02-2020,,,Laos,10,0,0,10
04-02-2020,,,Latvia,458,0,31,427
04-02-2020,,,Lebanon,494,16,46,432
04-02-2020,,,Liberia,6,0,0,6
04-02-2020,,,Libya,11,1,0,10
04-02-2020,,,Liechtenstein,75,0,0,75
04-02-2020,,,Lithuania,649,9,7,633
04-02-2020,,,Luxembourg,2487,30,80,2377
04-02-2020,,,MS Zaandam,9,2,0,7
04-02-2020,,,Madagascar,59,0,0,59
04-02-2020,,,Malawi,3,0,0,3
04-02-2020,,,Malaysia,3116,50,767,2299
04-02-2020,,,Maldives,19,0,13,6
04-02-2020,,,Mali,36,3,0,33
04-02-2020,,,Malta,196,0,2,194
04-02-2020,,,Mauritania,6,1,2,3
04-02-2020,,,Mauritius,169,7,0,162
04-02-2020,,,Mexico,1378,37,35,1306
04-02-2020,,,Moldova,505,6,23,476
04-02-2020,,,Monaco,60,1,2,57
04-02-2020,,,Mongolia,14,0,2,12
04-02-2020,,,Montenegro,144,2,0,142
04-02-2020,,,Morocco,708,44,31,633
04-02-2020,,,Mozambique,10,0,0,10
04-02-2020,,,Namibia,14,0,3,11
04-02-2020,,,Nepal,6,0,1,5
04-02-2020,,,Netherlands,14697,1339,250,13108
04-02-2020,,,New Zealand,797,1,92,704
04-02-2020,,,Nicaragua,5,1,0,4
04-02-2020,,,Niger,98,5,0,93
04-02-2020,,,Nigeria,184,2,20,162
04-02-2020,,,North Macedonia,384,11,17,356
04-02-2020,,,Norway,5147,50,32,5065
04-02-2020,,,Oman,231,1,57,173
04-02-2020,,,Pakistan,2421,34,125,2262
04-02-2020,,,Panama,1317,32,9,1276
04-02-2020,,,Papua New Guinea,1,0,0,1
04-02-2020,,,Paraguay,77,3,2,72
04-02-2020,,,Peru,1414,55,537,822
04-02-2020,,,Philippines,2633,107,51,2475
04-02-2020,,,Poland,2946,57,56,2833
04-02-2020,,,Portugal,9034,209,68,8757
04-02-2020,,,Qatar,949,3,72,874
04-02-2020,,,Romania,2738,115,267,2356
04-02-2020,,,Russia,3548,30,235,3283
04-02-2020,,,Rwanda,84,0,0,84
04-02-2020,,,Saint Kitts and Nevis,9,0,0,9
04-02-2020,,,Saint Lucia,13,0,1,12
04-02-2020,,,Saint Vincent and the Grenadines,2,0,1,1
04-02-2020,,,San Marino,245,30,21,194
04-02-2020,,,Saudi Arabia,1885,21,328,1536
04-02-2020,,,Senegal,195,1,55,139
04-02-2020,,,Serbia,1171,31,0,1140
04-02-2020,,,Seychelles,10,0,0,10
04-02-2020,,,Sierra Leone,2,0,0,2
04-02-2020,,,Singapore,1049,4,266,779
04-02-2020,,,Slovakia,426,1,5,420
04-02-2020,,,Slovenia,897,17,70,810
04-02-2020,,,Somalia,5,0,1,4
04-02-2020,,,South Africa,1462,5,50,1407
04-02-2020,,,Spain,112065,10348,26743,74974
04-02-2020,,,Sri Lanka,151,4,21,126
04-02-2020,,,Sudan,8,2,2,4
04-02-2020,,,Suriname,10,0,0,10
04-02-2020,,,Sweden,5568,308,103,5157
04-02-2020,,,Switzerland,18827,536,4013,14278
04-02-2020,,,Syria,16,2,0,14
04-02-2020,,,Taiwan*,339,5,45,289
04-02-2020,,,Tanzania,20,1,2,17
04-02-2020,,,Thailand,1875,15,505,1355
04-02-2020,,,Timor-Leste,1,0,0,1
04-02-2020,,,Togo,39,2,17,20
04-02-2020,,,Trinidad and Tobago,94,5,1,88
04-02-2020,,,Tunisia,455,14,5,436
04-02-2020,,,Turkey,18135,356,415,17364
04-02-2020,,,Uganda,45,0,0,45
04-02-2020,,,Ukraine,897,22,19,856
04-02-2020,,,United Arab Emirates,1024,8,96,920
04-02-2020,,,United Kingdom,33718,2921,135,30662
04-02-2020,,,Uruguay,350,4,62,284
04-02-2020,,,Uzbekistan,205,2,25,178
04-02-2020,,,Venezuela,146,5,43,98
04-02-2020,,,Vietnam,233,0,75,158
04-02-2020,,,West Bank and Gaza,161,1,18,142
04-02-2020,,,Zambia,39,1,0,38
04-02-2020,,,Zimbabwe,9,1,0,8
04-02-2020,unassigned,Wyoming,US,0,0,0,0
04-03-2020,Abbeville,South Carolina,US,6,0,0,0
04-03-2020,Acadia,Louisiana,US,72,1,0,0
04-03-2020,Accomack,Virginia,US,8,0,0,0
04-03-2020,Ada,Idaho,US,307,3,0,0
04-03-2020,Adair,Iowa,US,1,0,0,0
04-03-2020,Adair,Missouri,US,6,0,0,0
04-03-2020,Adair,Oklahoma,US,14,0,0,0
04-03-2020,Adams,Colorado,US,260,7,0,0
04-03-2020,Adams,Idaho,US,1,0,0,0
04-03-2020,Adams,Illinois,US,2,0,0,0
04-03-2020,Adams,Indiana,US,1,0,0,0
04-03-2020,Adams,Mississippi,US,14,0,0,0
04-03-2020,Adams,Nebraska,US,6,0,0,0
04-03-2020,Adams,Pennsylvania,US,19,0,0,0
04-03-2020,Adams,Washington,US,20,0,0,0
04-03-2020,Adams,Wisconsin,US,1,0,0,0
04-03-2020,Addison,Vermont,US,32,0,0,0
04-03-2020,Aiken,South Carolina,US,22,1,0,0
04-03-2020,Alachua,Florida,US,110,0,0,0
04-03-2020,Alamance,North Carolina,US,14,0,0,0
04-03-2020,Alameda,California,US,443,12,0,0
04-03-2020,Alamosa,Colorado,US,4,0,0,0
04-03-2020,Albany,New York,US,267,2,0,0
04-03-2020,Albany,Wyoming,US,4,0,0,0
04-03-2020,Albemarle,Virginia,US,26,0,0,0
04-03-2020,Alcorn,Mississippi,US,6,0,0,0
04-03-2020,Alexander,North Carolina,US,2,0,0,0
04-03-2020,Alexandria,Virginia,US,56,0,0,0
04-03-2020,Allamakee,Iowa,US,16,1,0,0
04-03-2020,Allegan,Michigan,US,6,0,0,0
04-03-2020,Allegany,Maryland,US,2,0,0,0
04-03-2020,Allegany,New York,US,14,1,0,0
04-03-2020,Alleghany,North Carolina,US,2,0,0,0
04-03-2020,Alleghany,Virginia,US,2,0,0,0
04-03-2020,Allegheny,Pennsylvania,US,476,2,0,0
04-03-2020,Allen,Indiana,US,58,2,0,0
04-03-2020,Allen,Kentucky,US,2,0,0,0
04-03-2020,Allen,Louisiana,US,34,3,0,0
04-03-2020,Allen,Ohio,US,12,0,0,0
04-03-2020,Allendale,South Carolina,US,1,0,0,0
04-03-2020,Alpine,California,US,1,0,0,0
04-03-2020,Amador,California,US,3,0,0,0
04-03-2020,Amelia,Virginia,US,5,0,0,0
04-03-2020,Amherst,Virginia,US,6,0,0,0
04-03-2020,Amite,Mississippi,US,5,1,0,0
04-03-2020,Anchorage,Alaska,US,73,1,0,0
04-03-2020,Anderson,Kentucky,US,2,1,0,0
04-03-2020,Anderson,South Carolina,US,62,3,0,0
04-03-2020,Anderson,Tennessee,US,10,0,0,0
04-03-2020,Anderson,Texas,US,1,0,0,0
04-03-2020,Andrews,Texas,US,1,0,0,0
04-03-2020,Androscoggin,Maine,US,19,0,0,0
04-03-2020,Angelina,Texas,US,8,0,0,0
04-03-2020,Anne Arundel,Maryland,US,249,4,0,0
04-03-2020,Anoka,Minnesota,US,34,0,0,0
04-03-2020,Anson,North Carolina,US,3,0,0,0
04-03-2020,Antelope,Nebraska,US,1,0,0,0
04-03-2020,Antrim,Michigan,US,4,0,0,0
04-03-2020,Apache,Arizona,US,39,0,0,0
04-03-2020,Appanoose,Iowa,US,1,0,0,0
04-03-2020,Appling,Georgia,US,3,0,0,0
04-03-2020,Arapahoe,Colorado,US,441,10,0,0
04-03-2020,Archuleta,Colorado,US,1,0,0,0
04-03-2020,Arenac,Michigan,US,2,0,0,0
04-03-2020,Arkansas,Arkansas,US,1,0,0,0
04-03-2020,Arlington,Virginia,US,135,2,0,0
04-03-2020,Armstrong,Pennsylvania,US,11,0,0,0
04-03-2020,Aroostook,Maine,US,1,0,0,0
04-03-2020,Ascension,Louisiana,US,222,7,0,0
04-03-2020,Ashe,North Carolina,US,1,0,0,0
04-03-2020,Ashland,Ohio,US,4,0,0,0
04-03-2020,Ashland,Wisconsin,US,1,0,0,0
04-03-2020,Ashley,Arkansas,US,1,0,0,0
04-03-2020,Ashtabula,Ohio,US,9,0,0,0
04-03-2020,Assumption,Louisiana,US,33,0,0,0
04-03-2020,Atascosa,Texas,US,2,0,0,0
04-03-2020,Atchison,Kansas,US,1,0,0,0
04-03-2020,Atchison,Missouri,US,1,0,0,0
04-03-2020,Athens,Ohio,US,3,1,0,0
04-03-2020,Atlantic,New Jersey,US,72,1,0,0
04-03-2020,Atoka,Oklahoma,US,1,0,0,0
04-03-2020,Attala,Mississippi,US,14,0,0,0
04-03-2020,Audubon,Iowa,US,1,0,0,0
04-03-2020,Auglaize,Ohio,US,4,0,0,0
04-03-2020,Augusta,Virginia,US,4,0,0,0
04-03-2020,Aurora,South Dakota,US,1,0,0,0
04-03-2020,Austin,Texas,US,4,0,0,0
04-03-2020,Autauga,Alabama,US,12,0,0,0
04-03-2020,Avoyelles,Louisiana,US,37,1,0,0
04-03-2020,Baca,Colorado,US,9,0,0,0
04-03-2020,Bacon,Georgia,US,6,0,0,0
04-03-2020,Baker,Florida,US,11,0,0,0
04-03-2020,Baker,Georgia,US,4,1,0,0
04-03-2020,Baldwin,Alabama,US,28,1,0,0
04-03-2020,Baldwin,Georgia,US,10,1,0,0
04-03-2020,Baltimore,Maryland,US,427,3,0,0
04-03-2020,Baltimore City,Maryland,US,313,4,0,0
04-03-2020,Bamberg,South Carolina,US,5,0,0,0
04-03-2020,Banks,Georgia,US,3,0,0,0
04-03-2020,Bannock,Idaho,US,4,0,0,0
